NIK,Jenis Pekerjaan,Jumlah Penghasilan,Jumlah Tanggungan,Kondisi Rumah,Kepemilikan Rumah,Jaringan Listrik,Sumber Air,Umur,Ranking,Status kelayakan
1234561034778516,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,Air Sungai ,>50,"0,825",Layak
1234561034778517,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,Air Sumur,>50,"0,829",Layak
1234561034778518,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Tidak Ada,PDAM,>50,"0,8165",Layak
1234561034778519,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,Air Sungai ,>50,"0,8085",Layak
1234561034778520,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,Air Sumur,>50,"0,8125",Layak
1234561034778521,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Sewa,PDAM,>50,"0,8",Layak
1234561034778522,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,Air Sumur,>50,"0,796",Tidak Layak
1234561034778523,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Sewa,Milik Sendiri,PDAM,>50,"0,7835",Tidak Layak
1234561034778524,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,PDAM,>50,"0,8085",Layak
1234561034778525,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Milik Sendiri,PDAM,>50,"0,7585",Tidak Layak
1234561034778526,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,Air Sumur,>50,"0,804",Layak
1234561034778527,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Tidak Ada,PDAM,>50,"0,7915",Tidak Layak
1234561034778528,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,Air Sungai ,>50,"0,8",Layak
1234561034778529,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Milik Sendiri,Air Sungai ,>50,"0,7835",Tidak Layak
1234561034778530,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,Air Sumur,>50,"0,7875",Tidak Layak
1234561034778531,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Milik Sendiri,Sewa,PDAM,>50,"0,775",Tidak Layak
1234561034778532,Wiraswasta,>=500.000 s/d 2.000.000,3,Rusak,Numpang,Milik Sendiri,Air Sumur,>50,"0,821",Layak
1234561034778533,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,Air Sungai ,<25,"0,654",Tidak Layak
1234561034778534,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,Air Sumur,<25,"0,6415",Tidak Layak
1234561034778535,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,PDAM,<25,"0,629",Tidak Layak
1234561034778536,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,Air Sungai ,<25,"0,6375",Tidak Layak
1234561034778537,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sungai ,<25,"0,621",Tidak Layak
1234561034778538,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,Air Sumur,<25,"0,625",Tidak Layak
1234561034778539,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,PDAM,<25,"0,6125",Tidak Layak
1234561034778540,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,<25,"0,6085",Tidak Layak
1234561034778541,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,Air Sungai ,<25,"0,629",Tidak Layak
1234561034778542,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sungai ,<25,"0,604",Tidak Layak
1234561034778543,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,Air Sungai ,<25,"0,6125",Tidak Layak
1234561034778544,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,Air Sumur,<25,"0,6165",Tidak Layak
1234561034778545,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,PDAM,<25,"0,604",Tidak Layak
1234561034778546,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sungai ,<25,"0,596",Tidak Layak
1234561034778547,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,Air Sumur,<25,"0,6",Tidak Layak
1234561034778548,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,PDAM,<25,"0,5875",Tidak Layak
1234561034778549,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sumur,<25,"0,5835",Tidak Layak
1234561034778550,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,PDAM,<25,"0,571",Tidak Layak
1234561034778551,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,PDAM,<25,"0,596",Tidak Layak
1234561034778552,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,PDAM,<25,"0,546",Tidak Layak
1234561034778553,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sumur,<25,"0,5915",Tidak Layak
1234561034778554,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,PDAM,<25,"0,579",Tidak Layak
1234561034778555,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sungai ,<25,"0,5875",Tidak Layak
1234561034778556,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,Air Sungai ,<25,"0,571",Tidak Layak
1234561034778557,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sumur,<25,"0,575",Tidak Layak
1234561034778558,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,PDAM,<25,"0,5625",Tidak Layak
1234561034778559,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,<25,"0,6085",Tidak Layak
1234561034778560,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,7165",Tidak Layak
1234561034778561,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,Air Sumur,>=25 s/d <35,"0,704",Tidak Layak
1234561034778562,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,PDAM,>=25 s/d <35,"0,6915",Tidak Layak
1234561034778563,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,Air Sungai ,>=25 s/d <35,"0,7",Tidak Layak
1234561034778564,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,6835",Tidak Layak
1234561034778565,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,Air Sumur,>=25 s/d <35,"0,6875",Tidak Layak
1234561034778566,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,PDAM,>=25 s/d <35,"0,675",Tidak Layak
1234561034778567,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,671",Tidak Layak
1234561034778568,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,6915",Tidak Layak
1234561034778569,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,6665",Tidak Layak
1234561034778570,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,Air Sungai ,>=25 s/d <35,"0,675",Tidak Layak
1234561034778571,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,Air Sumur,>=25 s/d <35,"0,679",Tidak Layak
1234561034778572,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,PDAM,>=25 s/d <35,"0,6665",Tidak Layak
1234561034778573,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,6585",Tidak Layak
1234561034778574,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,Air Sumur,>=25 s/d <35,"0,6625",Tidak Layak
1234561034778575,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,PDAM,>=25 s/d <35,"0,65",Tidak Layak
1234561034778576,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,646",Tidak Layak
1234561034778577,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,PDAM,>=25 s/d <35,"0,6335",Tidak Layak
1234561034778578,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,PDAM,>=25 s/d <35,"0,6585",Tidak Layak
1234561034778579,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,PDAM,>=25 s/d <35,"0,6085",Tidak Layak
1234561034778580,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sumur,>=25 s/d <35,"0,654",Tidak Layak
1234561034778581,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,PDAM,>=25 s/d <35,"0,6415",Tidak Layak
1234561034778582,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sungai ,>=25 s/d <35,"0,65",Tidak Layak
1234561034778583,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,6335",Tidak Layak
1234561034778584,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sumur,>=25 s/d <35,"0,6375",Tidak Layak
1234561034778585,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,PDAM,>=25 s/d <35,"0,625",Tidak Layak
1234561034778586,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,671",Tidak Layak
1234561034778587,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,779",Tidak Layak
1234561034778588,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,7665",Tidak Layak
1234561034778589,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,PDAM,>=35 s/d <=50,"0,754",Tidak Layak
1234561034778590,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,Air Sungai ,>=35 s/d <=50,"0,7625",Tidak Layak
1234561034778591,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,746",Tidak Layak
1234561034778592,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,Air Sumur,>=35 s/d <=50,"0,75",Tidak Layak
1234561034778593,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,PDAM,>=35 s/d <=50,"0,7375",Tidak Layak
1234561034778594,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,7335",Tidak Layak
1234561034778595,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,754",Tidak Layak
1234561034778596,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sungai ,>=35 s/d <=50,"0,729",Tidak Layak
1234561034778597,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,Air Sungai ,>=35 s/d <=50,"0,7375",Tidak Layak
1234561034778598,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,7415",Tidak Layak
1234561034778599,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,PDAM,>=35 s/d <=50,"0,729",Tidak Layak
1234561034778600,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,721",Tidak Layak
1234561034778601,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,Air Sumur,>=35 s/d <=50,"0,725",Tidak Layak
1234561034778602,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,PDAM,>=35 s/d <=50,"0,7125",Tidak Layak
1234561034778603,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,7085",Tidak Layak
1234561034778604,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,PDAM,>=35 s/d <=50,"0,696",Tidak Layak
1234561034778605,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,PDAM,>=35 s/d <=50,"0,721",Tidak Layak
1234561034778606,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,PDAM,>=35 s/d <=50,"0,671",Tidak Layak
1234561034778607,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sumur,>=35 s/d <=50,"0,7165",Tidak Layak
1234561034778608,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,PDAM,>=35 s/d <=50,"0,704",Tidak Layak
1234561034778609,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sungai ,>=35 s/d <=50,"0,7125",Tidak Layak
1234561034778610,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,Air Sungai ,>=35 s/d <=50,"0,696",Tidak Layak
1234561034778611,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sumur,>=35 s/d <=50,"0,7",Tidak Layak
1234561034778612,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,PDAM,>=35 s/d <=50,"0,6875",Tidak Layak
1234561034778613,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>=35 s/d <=50,"0,7335",Tidak Layak
1234561034778614,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,Air Sungai ,>50,"0,8415",Layak
1234561034778615,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,Air Sumur,>50,"0,829",Layak
1234561034778616,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Tidak Ada,PDAM,>50,"0,8165",Layak
1234561034778617,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,Air Sungai ,>50,"0,825",Layak
1234561034778618,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sungai ,>50,"0,8085",Layak
1234561034778619,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,Air Sumur,>50,"0,8125",Layak
1234561034778620,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Sewa,PDAM,>50,"0,8",Layak
1234561034778621,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>50,"0,796",Tidak Layak
1234561034778622,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,Air Sungai ,>50,"0,8165",Layak
1234561034778623,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sungai ,>50,"0,7915",Tidak Layak
1234561034778624,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,Air Sungai ,>50,"0,8",Layak
1234561034778625,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,Air Sumur,>50,"0,804",Layak
1234561034778626,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Tidak Ada,PDAM,>50,"0,7915",Tidak Layak
1234561034778627,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sungai ,>50,"0,7835",Tidak Layak
1234561034778628,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,Air Sumur,>50,"0,7875",Tidak Layak
1234561034778629,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Sewa,PDAM,>50,"0,775",Tidak Layak
1234561034778630,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,Air Sumur,>50,"0,771",Tidak Layak
1234561034778631,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Sewa,Milik Sendiri,PDAM,>50,"0,7585",Tidak Layak
1234561034778632,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,PDAM,>50,"0,7835",Tidak Layak
1234561034778633,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,PDAM,>50,"0,7335",Tidak Layak
1234561034778634,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,Air Sumur,>50,"0,779",Tidak Layak
1234561034778635,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Tidak Ada,PDAM,>50,"0,7665",Tidak Layak
1234561034778636,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sungai ,>50,"0,775",Tidak Layak
1234561034778637,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Milik Sendiri,Air Sungai ,>50,"0,7585",Tidak Layak
1234561034778638,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,Air Sumur,>50,"0,7625",Tidak Layak
1234561034778639,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Milik Sendiri,Sewa,PDAM,>50,"0,75",Tidak Layak
1234561034778640,Wiraswasta,>=500.000 s/d 2.000.000,3,Cukup,Numpang,Milik Sendiri,Air Sumur,>50,"0,796",Tidak Layak
1234561034778641,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Tidak Ada,Air Sungai ,<25,"0,629",Tidak Layak
1234561034778642,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Tidak Ada,Air Sumur,<25,"0,6165",Tidak Layak
1234561034778643,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Tidak Ada,PDAM,<25,"0,604",Tidak Layak
1234561034778644,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Sewa,Air Sungai ,<25,"0,6125",Tidak Layak
1234561034778645,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Milik Sendiri,Air Sungai ,<25,"0,596",Tidak Layak
1234561034778646,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Sewa,Air Sumur,<25,"0,6",Tidak Layak
1234561034778647,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Sewa,PDAM,<25,"0,5875",Tidak Layak
1234561034778648,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,<25,"0,5835",Tidak Layak
1234561034778649,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Tidak Ada,Air Sungai ,<25,"0,604",Tidak Layak
1234561034778650,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,<25,"0,579",Tidak Layak
1234561034778651,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Sewa,Air Sungai ,<25,"0,5875",Tidak Layak
1234561034778652,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Tidak Ada,Air Sumur,<25,"0,5915",Tidak Layak
1234561034778653,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Tidak Ada,PDAM,<25,"0,579",Tidak Layak
1234561034778654,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Milik Sendiri,Air Sungai ,<25,"0,571",Tidak Layak
1234561034778655,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Sewa,Air Sumur,<25,"0,575",Tidak Layak
1234561034778656,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Sewa,PDAM,<25,"0,5625",Tidak Layak
1234561034778657,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Milik Sendiri,Air Sumur,<25,"0,5585",Tidak Layak
1234561034778658,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Milik Sendiri,PDAM,<25,"0,546",Tidak Layak
1234561034778659,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Milik Sendiri,PDAM,<25,"0,571",Tidak Layak
1234561034778660,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Milik Sendiri,PDAM,<25,"0,521",Tidak Layak
1234561034778661,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sumur,<25,"0,5665",Tidak Layak
1234561034778662,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Tidak Ada,PDAM,<25,"0,554",Tidak Layak
1234561034778663,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Sewa,Air Sungai ,<25,"0,5625",Tidak Layak
1234561034778664,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,<25,"0,546",Tidak Layak
1234561034778665,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Sewa,Air Sumur,<25,"0,55",Tidak Layak
1234561034778666,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Sewa,PDAM,<25,"0,5375",Tidak Layak
1234561034778667,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,<25,"0,5835",Tidak Layak
1234561034778668,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,6915",Tidak Layak
1234561034778669,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Tidak Ada,Air Sumur,>=25 s/d <35,"0,679",Tidak Layak
1234561034778670,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Tidak Ada,PDAM,>=25 s/d <35,"0,6665",Tidak Layak
1234561034778671,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Sewa,Air Sungai ,>=25 s/d <35,"0,675",Tidak Layak
1234561034778672,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,6585",Tidak Layak
1234561034778673,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Sewa,Air Sumur,>=25 s/d <35,"0,6625",Tidak Layak
1234561034778674,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Sewa,PDAM,>=25 s/d <35,"0,65",Tidak Layak
1234561034778675,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,646",Tidak Layak
1234561034778676,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,6665",Tidak Layak
1234561034778677,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sungai ,>=25 s/d <35,"0,6415",Tidak Layak
1234561034778678,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Sewa,Air Sungai ,>=25 s/d <35,"0,65",Tidak Layak
1234561034778679,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Tidak Ada,Air Sumur,>=25 s/d <35,"0,654",Tidak Layak
1234561034778680,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Tidak Ada,PDAM,>=25 s/d <35,"0,6415",Tidak Layak
1234561034778681,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,6335",Tidak Layak
1234561034778682,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Sewa,Air Sumur,>=25 s/d <35,"0,6375",Tidak Layak
1234561034778683,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Sewa,PDAM,>=25 s/d <35,"0,625",Tidak Layak
1234561034778684,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,621",Tidak Layak
1234561034778685,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Sewa,Milik Sendiri,PDAM,>=25 s/d <35,"0,6085",Tidak Layak
1234561034778686,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Milik Sendiri,PDAM,>=25 s/d <35,"0,6335",Tidak Layak
1234561034778687,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Milik Sendiri,PDAM,>=25 s/d <35,"0,5835",Tidak Layak
1234561034778688,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Tidak Ada,Air Sumur,>=25 s/d <35,"0,629",Tidak Layak
1234561034778689,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Tidak Ada,PDAM,>=25 s/d <35,"0,6165",Tidak Layak
1234561034778690,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Sewa,Air Sungai ,>=25 s/d <35,"0,625",Tidak Layak
1234561034778691,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Milik Sendiri,Air Sungai ,>=25 s/d <35,"0,6085",Tidak Layak
1234561034778692,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Sewa,Air Sumur,>=25 s/d <35,"0,6125",Tidak Layak
1234561034778693,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Milik Sendiri,Sewa,PDAM,>=25 s/d <35,"0,6",Tidak Layak
1234561034778694,Wiraswasta,>=500.000 s/d 2.000.000,3,Baik,Numpang,Milik Sendiri,Air Sumur,>=25 s/d <35,"0,646",Tidak Layak
